1838,1863.18 -848.051 -4.03997,1 66 65 165 181,stand
1839,1695.53 -1243.02 -10.9972,0 2 66 65,stand
1840,1588.67 -1407 -4.62537,1 3 174,stand
1841,1368.87 -1586.11 5.01566,2 4,stand
1842,939.8 -1809.55 5.16842,3 13 67,stand
1843,620.807 -1875.16 40.125,13 6,stand
1844,449.48 -1902.7 -0.938498,5 7 68,stand
1845,202.94 -1866.83 1.34225,6 12 69,stand
1846,-154.305 -1876.67 40.125,12 9,stand
1847,-296.693 -1880.79 5.32237,8 10 70,stand
1848,-534.565 -1866.14 5.20895,9 11 70,stand
1849,-750.695 -1905.5 46.125,10 14,stand
1850,49.4044 -1891.46 40.125,7 8,stand
1851,829.736 -1888.46 40.125,4 5,stand
1852,-932.609 -1879.07 41.606,11 15,stand
1853,-1120.74 -1744.33 0.595317,14 16 72,stand
1854,-1338.44 -1530.25 -9.36547,15 17 74 72,stand
1855,-1548.74 -1248.78 -19.2823,16 18,stand
1856,-1725.27 -980.971 -14.1658,17 19 74,stand
1857,-1817.17 -665.786 -12.1815,18 20,stand
1858,-1664.14 -461.246 -14.6461,19 21 74,stand
1859,-1553.32 -364.67 -23.875,20 22,stand
1860,-1558.03 -84.4517 -23.875,21 137 138 180,stand
1861,-1807.52 174.34 -15.875,26 24 25 137 195,stand
1862,-2337.85 115.497 -15.875,23 25,stand
1863,-2325.67 394.895 -15.875,24 23 194,stand
1864,-1957.09 399.395 -15.875,27 23 137 194,stand
1865,-1931.55 552.703 -18.3322,28 26 77 196,stand
1866,-1897.8 728.543 -13.1589,29 27 77,stand
1867,-1877.05 931.469 -14.0805,30 78 28 77 179,stand
1868,-1819.79 1128.62 -14.3996,79 31 29 78,stand
1869,-1818.08 1402.42 -15.875,30 32 35,stand
1870,-1984.17 1492.86 -15.875,31 33 35 192,stand
1871,-2164.99 1627.06 -15.875,32 34 35 175,stand
1872,-2227.39 1458.51 -15.875,33 175,stand
1873,-1782.38 1660.89 -15.875,33 36 128 32 31 175 192,stand
1874,-1531.45 1662.79 -22.7408,37 39 127 128 35,stand
1875,-1422.8 1953.12 -23.875,39 36 38 81 127,stand
1876,-1384.39 2182.12 -23.875,37 39 81 127,stand
1877,-1114.35 2055.51 -20.005,81 40 37 36 38 127 191,stand
1878,-904.367 2348.85 -11.0405,41 83 42 39 191,stand
1879,-599.164 2852.58 -23.875,42 40 83 190,stand
1880,-211.098 2644.69 -23.875,43 41 40,stand
1881,111.752 2485.3 -23.875,126 44 42,stand
1882,446.596 2342.42 -23.875,45 86 43,stand
1883,595.154 2261.49 -23.875,46 44,stand
1884,504.762 2112.05 -23.875,47 45 87,stand
1885,671.397 1977.97 -23.875,48 46 88,stand
1886,957.605 1812.61 -23.875,47 96 49 88 89,stand
1887,1215.29 1685.72 -23.875,50 48 188,stand
1888,1756.1 1539.59 -23.875,51 53 49 188,stand
1889,1974.96 1423.49 -23.875,52 50 120,stand
1890,2051.98 1298.26 -23.875,51 120 122,stand
1891,1636.41 1253.39 -23.875,123 50,stand
1892,1649.87 736 -13.0996,56 123 124 98 97 187,stand
1893,2325.97 913.488 -7.875,177,stand
1894,1928.06 700.921 -7.875,57 54 177 186 187,stand
1895,1923.61 441.876 -7.875,58 56 99 176,stand
1896,2012.54 146.842 -6.875,62 59 57 99 176,stand
1897,2284.69 -99.2048 -6.875,62 60 58 61 183,stand
1898,2445.68 -222.15 -6.875,59,stand
1899,2023.72 -240.273 -6.875,62 59,stand
1900,1965.88 -39.1794 -6.875,63 58 61 59 182,stand
1901,1717.84 -101.749 -17.4421,64 62 100 99 165 124,stand
1902,1684.59 -402.703 -23.875,65 63 165 100 174 181,stand
1903,1601.87 -877.656 -23.875,0 66 1 64 165,stand
1904,1415.63 -1079.66 -23.875,67 0 1 65 161 164,stand
1905,969.989 -1186 -23.875,68 4 66 161 164 174,stand
1906,472.007 -1256.95 -23.875,6 69 67,stand
1907,167.462 -1252.64 -23.875,70 7 68 163,stand
1908,-342.62 -1214.93 -23.875,71 9 10 110 69,stand
1909,-701.819 -1154.93 -23.875,72 70 141 109,stand
1910,-988.082 -1117.23 -23.875,73 16 15 71 141,stand
1911,-1169.48 -927.04 -19.875,74 72 141,stand
1912,-1282.21 -631.598 -23.875,18 16 73 20 138 75 141 109,stand
1913,-1307.79 83.6865 -23.875,137 138 74 76 144,stand
1914,-1302.42 384.723 -23.875,136 75 78 139 144,stand
1915,-1733.86 561.315 -17.352,136 28 29 27,stand
1916,-1620.31 787.583 -23.875,29 76 30 139,stand
1917,-1532.99 1128.78 -23.875,128 129 30 140,stand
1918,-1019.59 1473.38 -23.875,129 81 131,stand
1919,-829.049 1668.71 -23.875,82 39 38 37 127 80 131 91,stand
1920,-611.246 1991.11 -23.875,83 81 131,stand
1921,-489.562 2260.06 -23.875,40 41 84 82,stand
1922,-245.057 2177.54 -23.875,125 83 132 166,stand
1923,38.895 1991.65 -23.875,86 132 166,stand
1924,214.479 1925.32 -23.875,44 87 91 85,stand
1925,384.784 1847.07 -23.875,46 86 88 90 91,stand
1926,683.11 1711.71 -23.875,87 47 89 96 95 48,stand
1927,642.28 1483.71 -23.875,88 90 95 96 48,stand
1928,375.186 1463.92 -23.875,89 87 91 92 93,stand
1929,50.1999 1686.14 -23.875,90 87 86 132 130 81,stand
1930,-59.9952 1237.28 -23.875,130 90 114 134 93,stand
1931,353.54 1246.23 -23.875,94 90 92,stand
1932,817.894 1184.15 -23.875,152 96 93 97 95,stand
1933,1169.88 1159.43 -23.875,96 97 89 152 155 88 123 94,stand
1934,1124.01 1537.98 -23.875,88 48 95 94 89,stand
1935,1394.85 948.711 -23.875,123 98 54 95 155 149 94,stand
1936,1498.75 555.231 -23.875,124 54 97 149 117 151,stand
1937,1736.06 330.645 -23.875,58 124 57 100 63 176,stand
1938,1474.37 3.11909 -23.875,63 101 99 117 165 64 149,stand
1939,1236.36 -36.8141 -23.875,117 102 160 100 159,stand
1940,1184.41 -280.086 -23.875,101 119 103 164 165,stand
1941,923.216 -297.692 -23.875,102 104 160,stand
1942,564.959 -309.387 -23.875,103 105 159 167,stand
1943,241.075 -252.852 -23.875,104 106,stand
1944,-83.7831 -215.894 -23.875,142 105 156 168,stand
1945,-427.007 -241.888 -23.875,108 142 143 157,stand
1946,-557.264 -410.061 -23.875,107 109 171,stand
1947,-789.438 -677.834 -46.1144,108 141 71 172 74,stand
1948,-236.708 -776.913 -23.875,70 171 172 173,stand
1949,-173.06 24.842 -23.875,146 146 146 157 156,stand
1950,-172.545 459.418 -23.875,146 133 113,stand
1951,72.6339 621.044 -23.875,114 133 112 115 148,stand
1952,104.432 1042.19 -23.875,92 113 153,stand
1953,347.561 420.586 -23.7304,113 151 118 116,stand
1954,771.609 256.467 -31.773,151 117 115 160,stand
1955,1170.68 207.321 -23.875,149 101 100 116 160 98,stand
1956,210.464 301.931 -23.875,156 115 146,stand
1957,901.914 -547.489 -23.875,102 161 167,stand
1958,1847.16 1241.64 -23.875,51 52 121,stand
1959,1868.86 1085.85 -17.875,123 122 120,stand
1960,2001.39 1046.69 -23.875,121 52,stand
1961,1619.31 1002.67 -23.875,121 54 97 53 95,stand
1962,1601.59 322.14 -23.875,99 98 54 63 165,stand
1963,-94.3867 2332.75 -23.875,84 126,stand
1964,24.8853 2255.93 -23.875,125 43 166,stand
1965,-1163.39 1765.6 -23.875,81 36 39 38 37 128,stand
1966,-1449.63 1559.31 -23.875,127 129 36 79 35,stand
1967,-1317.57 1319.46 -23.875,128 80 79 140,stand
1968,-371.608 1476.69 -23.875,131 132 92 134 91,stand
1969,-781.18 1479.61 -23.875,81 82 80 130,stand
1970,-230.963 1913.42 -23.875,130 84 91 85 166,stand
1971,-179.661 701.643 -23.875,113 134 145 112 147,stand
1972,-199.976 1062.47 -23.875,133 92 130 135,stand
1973,-692.606 1227.59 -51.9258,134 140,stand
1974,-1552.35 442.593 -23.875,77 137 76,stand
1975,-1565.62 264.744 -23.875,23 136 26 75 22,stand
1976,-1388.37 -198.384 -23.875,22 74 75 143,stand
1977,-1206.84 723.104 -23.875,78 76 140 144 147,stand
1978,-1202.47 1202.16 -23.875,139 129 79 135,stand
1979,-1026.32 -831.06 -23.875,109 73 74 72 71,stand
1980,-257.076 -244.263 -23.875,106 107 157 171,stand
1981,-911.917 -342.503 -23.875,107 138,stand
1982,-991.682 337.904 -23.875,75 76 139 145,stand
1983,-435.824 349.806 -23.923,133 144 146,stand
1984,-174.77 278.988 -23.875,111 145 112 156 111 111 118,stand
1985,-767.426 608.942 -23.875,139 133,stand
1986,355.073 648.681 -23.875,113 150,stand
1987,1181.18 641.774 -23.875,150 98 155 117 100 97,stand
1988,786.998 659.591 -23.875,148 151 149 154,stand
1989,849.602 456.8 -23.875,150 116 115 160 98,stand
1990,950.24 908.184 -19.8865,95 94 153 154 155,stand
1991,516.124 876.676 -59.875,114 152 154,stand
1992,786.781 783.565 -23.875,153 150 152,stand
1993,1190.75 839.936 -23.875,152 97 149 95,stand
1994,-15.1371 57.6465 -23.875,106 146 118 111 158,stand
1995,-344.912 -104.429 -19.875,107 111 142,stand
1996,199.936 -64.1749 -23.875,156 159,stand
1997,525.728 -118.839 -42.7553,158 104 160 101,stand
1998,977.326 48.6887 -23.875,159 101 103 116 117 151,stand
1999,983.788 -775.234 -23.875,67 119 162 66 164,stand
2000,634.997 -644.202 -47.2468,163 161 167,stand
2001,198.556 -913.599 -19.8849,69 162 169,stand
2002,1196.19 -712.545 -23.875,161 102 165 66 67,stand
2003,1507.04 -450.594 -23.875,64 102 164 100 65 0 63 124,stand
2004,-70.9215 2050.27 -23.875,126 132 85 84,stand
2005,623.527 -463.687 -19.9773,119 104 162 168,stand
2006,415.812 -469.93 -23.875,167 106 169 170,stand
2007,83.6922 -657.8 -23.875,163 168 170 173,stand
2008,-7.41984 -466.551 -23.875,169 168 171,stand
2009,-191.678 -464.579 -23.875,110 170 142 108 172,stand
2010,-393.659 -685.3 -23.875,109 171 110,stand
2011,-89.4239 -889.82 -23.875,110 169,stand
2012,1339.35 -1237.76 -23.875,2 67 64,stand
2013,-2255.89 1689.06 -15.875,33 34 35,stand
2014,2119.56 283.133 -23.875,57 99 58 185,stand
2015,2267.99 729.299 -7.875,178 55 56 186,stand
2016,2348.99 505.638 -7.875,177,stand
2017,-2082.53 989.366 -11.5262,29 193,stand
2018,-1861.75 -102.057 -15.2998,22,stand
2019,1846.6 -526.193 -9.54922,64 0,stand
2020,1808.26 -235.215 -6.875,62,stand
2021,2379.95 32.2763 -6.875,59,stand
2022,2184.64 414.425 -23.875,185,stand
2023,2184.48 292.942 -23.875,184 176,stand
2024,2121.93 517.898 -7.875,56 177,stand
2025,1757.4 877.075 -7.875,54 56,stand
2026,1563.97 1674.97 -23.875,49 50,stand
2027,-764.489 3021.22 -23.875,190,stand
2028,-614.863 2926.83 -23.875,189 41,stand
2029,-936.792 2160.63 -1.875,40 39,stand
2030,-1889.59 1817.64 -15.875,35 32,stand
2031,-2077.24 1078.04 -10.1586,179,stand
2032,-2045.98 396.126 -15.875,26 25,stand
2033,-1758.55 98.6263 -15.875,23,stand
2034,-2348.24 566.215 -19.4081,27,stand
2035,end,0,0
2036,1269.17 -1859.71 64.125,1 8,stand
2037,1648.3 -1859.81 66.125,0 2 10,stand
2038,1655.13 -1963.63 66.125,1 3,stand
2039,1411.54 -1971.4 202.125,2 4,stand
2040,1378.44 -1853.15 202.125,3 5,stand
2041,1669.74 -1850.18 202.125,4 6,stand
2042,1673.59 -1760.62 226.125,5 7,stand
2043,1438.81 -1449.05 226.125,6,stand
2044,1255.1 -1438.8 64.125,0 9 13 15 21 22,stand
2045,1606.34 -1438.86 66.125,8 10 13 12 14 11,stand
2046,1662.54 -1784.07 66.125,1 9 12,stand
2047,1420.55 -1644.77 66.125,9 13 12,stand
2048,1559.25 -1691.01 66.125,10 13 9 11,stand
2049,1452.21 -1516.07 66.125,12 8 9 11,stand
2050,1634.86 -1279.73 65.125,9 17,stand
2051,1288.79 -1277.2 64.125,8 16,stand
2052,1373.36 -1119.85 64.436,15 17 18 158 160,stand
2053,1543.16 -1160.77 65.125,16 14,stand
2054,1181.75 -1172.1 65.6526,16 21 158 159,stand
2055,540.444 -1363.65 63.9518,23 24 205,stand
2056,-104.886 -1250.27 68.1691,29 35 38 205,stand
2057,1051.97 -1304.49 64.9747,18 8 23 159 158,stand
2058,959.24 -1520.63 68.125,8 23 24,stand
2059,779.906 -1427.67 64.0908,21 19 22 24,stand
2060,712.319 -1518.52 63.2002,25 22 23 19 31 34,stand
2061,636.248 -1988.98 129.238,26 24 31,stand
2062,281.723 -2019.87 134.354,27 25 31 32,stand
2063,-206.792 -2002.53 198.361,28 26,stand
2064,-220.432 -1625.56 59.7447,30 27 33 35 29,stand
2065,-248.895 -1158.01 76.9509,20 30 35 36 38 28,stand
2066,-394.43 -1304.65 73.9691,29 28,stand
2067,444.003 -1698.49 109.5,26 25 24 32 34,stand
2068,129.48 -1732.01 81.2481,26 31 34 33 35 205,stand
2069,-11.9653 -1515.75 64.125,32 34 28 35 205,stand
2070,354.51 -1521.49 62.0141,24 31 32 33,stand
2071,-129.882 -1457.54 61.6682,20 29 28 33 32,stand
2072,-400.852 -864.493 107.936,29 37,stand
2073,-387.691 -531.457 110.403,36 38 41,stand
2074,-167.792 -876.602 103.097,37 20 29 39,stand
2075,-157.064 -595.032 104.458,38 40,stand
2076,-127.937 -256.815 116.351,39 41 103,stand
2077,-323.522 -311.698 109.637,37 40 42,stand
2078,-343.44 -48.6591 124.933,41 43 208,stand
2079,-300.241 249.021 175.455,42 44,stand
2080,-328.529 429.286 223.514,43 45 46,stand
2081,-679.63 440.314 234.878,44 46,stand
2082,-416.293 572.198 230.338,44 47 48 45,stand
2083,-482.08 812.354 240.006,46 49,stand
2084,-339.133 1037.19 239.331,46 49 51 80 79 81,stand
2085,-495.721 1210 249.104,47 50 48 51 54 55,stand
2086,-820.352 1393.78 243.502,49 55,stand
2087,-255.836 1184.36 232.249,48 49 52 80,stand
2088,-326.09 1413.8 235.843,51 53,stand
2089,-308.927 1769.98 231.84,52 56 68 69 57 54,stand
2090,-528.565 1450 275.966,49 55 56 80 53,stand
2091,-641.758 1359.36 249.506,50 54 49,stand
2092,-497.817 1711.83 251.891,57 54 53,stand
2093,-481.032 2025.47 250.494,58 56 53 70,stand
2094,-492.859 2154.51 245.155,59 57 70,stand
2095,-640.763 2123.21 254.125,60 58,stand
2096,-753.163 1933.79 254.125,59 203,stand
2097,-933.963 1948.61 254.125,62 203,stand
2098,-924.721 2191.67 390.125,63 61,stand
2099,-812.852 2167.88 390.125,64 65 62,stand
2100,-824.664 1939.18 390.125,63 193,stand
2101,-672.524 2131.63 390.125,63 196 197,stand
2102,-702.602 1517.53 413.753,67 194 196,stand
2103,-594.071 1558.09 412.879,66 195,stand
2104,-58.372 1923.6 224.125,53 70 74 75 209,stand
2105,-180.041 1465.6 228.595,53 80,stand
2106,-138.642 2109.3 228.973,68 58 57 72 71,stand
2107,3.52358 2177.32 236.125,70 73,stand
2108,126.449 2039.6 236.125,70 73 74,stand
2109,165.553 2255.77 236.125,71 72,stand
2110,108.382 1908.19 224.125,72 68 209,stand
2111,124.01 1820.76 224.125,68 76 209,stand
2112,364.581 1815.79 127.098,75 210,stand
2113,331.592 1379.54 137.125,84 210,stand
2114,203.977 1502.88 125.218,79 210,stand
2115,150.192 1141.64 146.368,78 80 48 81 92 82,stand
2116,-150.865 1173.99 214.041,51 79 69 48 81 54,stand
2117,161.456 974.936 147.964,79 48 82 92 80,stand
2118,317.938 796.451 128.964,81 83 92 98 104 79,stand
2119,199.353 769.616 130.514,82 99 215,stand
2120,365.102 1295.22 137.125,77 85 90,stand
2121,633.478 1322.08 137.125,84 86 111,stand
2122,547.651 1421.19 151.004,85 87,stand
2123,336.604 1411.11 273.125,86 88,stand
2124,334.937 1153.36 273.125,87 89,stand
2125,549.642 1143.2 273.125,88 192,stand
2126,444.03 1173.31 137.125,84 91,stand
2127,541.305 1158.48 137.125,90 92 214,stand
2128,528.738 983.917 155.942,91 82 81 79 93 94,stand
2129,719.541 1048.64 140.504,92 94,stand
2130,641.191 925.027 163.507,93 92 95,stand
2131,717.56 717.327 143.935,94 96 97 109,stand
2132,610.755 492.106 139.235,95 97 106 105,stand
2133,595.299 655.106 143.906,95 98 96,stand
2134,397.733 660.7 138.582,97 82 99,stand
2135,133.777 589.401 136.125,98 83 100,stand
2136,63.791 350.448 136.125,99 101 105,stand
2137,-3.37649 85.6927 136.125,100 102,stand
2138,-72.189 -60.8907 134.008,101 103 131 126 207,stand
2139,-143.115 -137.174 136.125,102 40 190 207,stand
2140,263.732 464.993 139.806,105 82,stand
2141,290.567 229.111 136.116,104 100 106 127 126 96 190,stand
2142,617.72 335.107 143.347,105 96 107 121 122 127 120,stand
2143,971.549 448.641 134.836,106 108 118 120,stand
2144,1330.64 661.889 132.402,107 109 116 118 189 119 202,stand
2145,958.475 806.097 138.993,108 95 110 116 118,stand
2146,930.602 1114.4 131.949,109 111 117,stand
2147,896.576 1307.13 128.818,110 85 112 117 211,stand
2148,1145.15 1375.29 133.201,111 113,stand
2149,1410.75 1348.64 136.125,112 114 117,stand
2150,1538.15 1127.1 136.125,113 115,stand
2151,1490.92 954.805 136.125,114 116 212,stand
2152,1315.35 855.416 133.978,115 108 117 109 118,stand
2153,1236 1124.94 134.577,116 113 110 111,stand
2154,1155.02 641.371 121.468,109 107 108 119 116,stand
2155,1139.76 404.442 135.065,118 120 108,stand
2156,1016.16 241.294 152.125,119 107 121 106,stand
2157,684.323 256.128 152.125,106 120 122,stand
2158,648.525 -34.2147 152.125,123 121 106 124 125,stand
2159,800.051 -51.8376 152.125,122 127,stand
2160,642.732 -229.455 152.125,122 128 151 130,stand
2161,502.134 1.32684 143.041,122 126 127,stand
2162,295.98 -239.116 132.625,125 130 102 105 128 190,stand
2163,454.018 203.11 138.395,105 125 123 106,stand
2164,662.203 -467.111 155.925,124 129 130 126 154,stand
2165,749.351 -597.902 109.07,128 146 155 154,stand
2166,365.495 -451.001 136.125,128 131 132 126 124,stand
2167,82.8365 -440.782 136.125,130 102 143,stand
2168,340.744 -559.476 136.125,130 133 141 206,stand
2169,403.892 -663.21 144.125,132 134,stand
2170,397.939 -810.703 200.125,133 135,stand
2171,222.962 -785.306 272.125,134 136 200,stand
2172,131.008 -795.098 272.125,135 137 140,stand
2173,142.017 -573.307 272.125,136 138,stand
2174,-10.0494 -569.091 272.125,137 139,stand
2175,-23.1825 -897.228 272.125,138 140,stand
2176,144.555 -916.518 272.125,139 136,stand
2177,238.643 -729.129 136.125,132 142 206,stand
2178,143.678 -731.112 136.125,141 143 144,stand
2179,68.5732 -531.372 136.125,142 131,stand
2180,17.4699 -800.753 136.125,142 145,stand
2181,17.3697 -913.155 136.125,144 149,stand
2182,727.66 -896.83 88.6634,129 147 150,stand
2183,443.694 -1085.49 96.125,146 148 150 191,stand
2184,261.982 -920.761 107.379,147 149 191,stand
2185,183.537 -907.89 136.125,148 145,stand
2186,694.898 -1146.91 91.0639,146 147,stand
2187,708.313 -276.713 134.915,124 152,stand
2188,940.551 -288.421 124.575,151 153,stand
2189,1195.18 -325.195 85.9686,152 154 156 161,stand
2190,1027.06 -447.323 91.8721,128 155 153 156 157 129,stand
2191,1069.45 -622.471 76.6503,129 154 156 159,stand
2192,1274.81 -421.913 74.5568,153 155 154 157 161,stand
